date,id,text,time,latitude,longitude
2018-04-30,10699104971101079910497110,i kilauea volcano pahoa h,23:47:37,19.41983309,-155.28822340000005
2018-05-01,1029710410910595105122117100100105110,lost island still smile caus,06:14:55,19.64188,-155.99315
2018-05-01,114971101009710810895115104105114108101121,🌋 volcano nation park island lava like chanc,17:17:34,19.39923,-155.287
2018-05-02,104105108111112971089799101,start friday may pm the death of stalin 🇷 🇺 when tyrann,23:02:03,19.724529999999998,-155.08649
2018-05-03,11511611610411410151,sit watch volcano erupt easili,01:40:06,19.421097,-155.286762
2018-05-03,98114105971101151059898105116116,kilauea volcano spit lava lot action erupt loom,06:37:18,19.61838,-155.98554
2018-05-03,1071211081019510910599104971011089598,just hang tūtū pele goddess earth fire 🔥 🌋 kīlaue,06:53:28,19.421097,-155.286762
2018-05-03,115971101101019811711711410997,barren wast land due lava yet perfect condit start,16:16:24,19.64188,-155.99315
2018-05-03,10910511795110111114116104,hawai volcano nation parkに動画を投稿しま,21:02:17,19.39923,-155.287
2018-05-03,1101011081081051011089797110,crater smoke distanc vent caus troubl area,21:03:20,19.5071,-154.914
2018-05-03,99111103100101115105103110,look like madam pele think creat squar footag,22:31:15,19.38638889,-155.105
2018-05-03,10910510710195104101114114111110,great start island road trip south point green sand beac,22:57:32,18.936311,-155.64660600000005
2018-05-04,1179899104105108108105110,ub chillin feet outer rim pele ubchillin,00:44:04,19.39923,-155.287
2018-05-04,100101110105115101106111105110101115,pu ’ u o ’ show red beauti crater floor collaps puna natur,01:48:33,19.5061,-154.849
2018-05-04,112105110101971121121081019910897110,your bomb an island with a live activ volcano wtf did you think was,04:57:43,19.726163500000002,-155.086633
2018-05-04,115109999510099,took helicopt ride famili see mauna loa kilauea everyth,06:16:23,19.48333333,-155.6
2018-05-04,111100100109971101111171165553,still plug away we go walk soon view glow,06:26:40,19.43347901,-155.273789
2018-05-04,10911411611410111811111410697109101115,there ’ actual lava flow neighborhood right ’,06:46:29,19.729679100000002,-155.0650024
2018-05-04,1061171081051011221051019897114116,tbt tour kilauea last novemb our,06:47:04,19.61838,-155.98554
2018-05-04,1001011051001141059710097118105115,soitiswritten stay safe brother shortiniphotog,12:17:20,19.99806,-155.81602
2018-05-04,971091011011109710997116116104101119115,salaam wow i seen fire amp rain all alway thaught i see,12:34:38,19.924032699999998,-155.88749886
2018-05-04,107111119101110116117114110101114,we visit volcano last thursday erupt yesterday caus,12:42:27,19.39923,-155.287
2018-05-04,10711910511010911111598121,hard believ year ago i stare bubbl mouth kilauea,13:18:44,19.39923,-155.287
2018-05-04,971221041059712210597109,the kilauea lavaflow go leilaniest staysaf everyon,18:48:42,19.4735,-154.92
2018-05-04,981011081111175048,can ’ imagin peopl leilani neighbor feel right,19:05:07,19.7055,-155.086
2018-05-04,9711510410810112112112112251,glad went fav littl lava spring,19:27:38,19.4608,-154.847
2018-05-04,991229711010199,glad hear girl safe volcano,22:31:00,19.126755499999998,-155.78271333
2018-05-04,9710812197115104111119114111111109,yesterday ’ adventur see madam pele 🌋 volcano nation park kilau,22:42:38,19.61838,-155.98554
2018-05-04,101104105107117114971001011099799104101114,grow big island i rememb go visit lava flow night,22:44:33,19.4139,-155.246
2018-05-04,114101110971109510811797110,visita em fevereiro ao vulcão kilauea havaí entrou em erupção hoje 🌋,22:52:32,19.39923,-155.287
2018-05-04,1069710910997113117105110111,leilani estat resid evacue ron mclane sit outsid american red,23:31:47,19.49309419,-154.94618483
2018-05-04,105110103118116101114114101109111116105,terremoto mw ore it del hawaiian island unit state land prof k,23:34:03,19.65,-155.12
2018-05-05,100971081089711511711099111114107101100,we felt earthquak ok the cogil safe we blue,00:44:00,19.932000000000002,-155.865
2018-05-05,97108121115115979510497109108101116,kilauea erupt thought i share pic famili trip,01:07:46,19.61838,-155.98554
2018-05-05,10711710497111,oldestenergynewestcr quick huaka ’ lua pele last night,01:28:20,19.41,-155.286
2018-05-05,119104105115116108101114100101118,earthquak amp volcano pair well sauvignon blanc puak,01:34:12,19.82831695,-155.99254681
2018-05-05,1059710910011111710310111897110115,goddess rise ❤ ️ honour respect goddess pele rise,04:11:06,19.65,-155.994
2018-05-05,9710897105110971021179711697,“ she pele honua mea pele sacr land she pele ‘ ai honua pele,04:29:08,19.4735,-154.92
2018-05-05,1161141059599111110110101108108121,udon hilo hi earthquak lava flow,05:14:02,19.7055,-155.086
2018-05-05,1069711511111010512211710910510711111097,hazyhorizon seaview honalo rightnow volcano erupt nofilt,08:59:53,19.542115,-155.928833
2018-05-05,1041111081089710097121106,this us visit top mt kilaeua last summer she quit,14:10:06,19.39923,-155.287
2018-05-05,10097110115105109111110116118,live kilauea courtesi friend lisa hawaiian island,17:40:33,19.64188,-155.99315
2018-05-05,1151161011121049711010510110110897109,i interview evacue near leilaniest ash start,22:47:29,19.4735,-154.92
2018-05-05,11697108111110114101105100,well i never thought i would get selfi erupt volcano,23:29:53,19.66965999,-156.02117059
2018-05-06,10997103112104111116111103117121,the latest updat kilauea volcano nation park servic,00:02:14,19.39923,-155.287
2018-05-06,10911710310111010511511610410111097109101,this lava flow erupt look like happen right so far i ’ hear two hous,04:22:00,19.67352918,-155.08122929
2018-05-06,971051141049711997105105110101116,キラウエア火山の噴火 🌋 近隣の方々は大丈夫かな … 大自然と共存してる以上 、 仕方のないことだけれども 、 、 心配ですね 😔 場所 volcano nation,06:18:52,19.61838,-155.98554
2018-05-06,102105114101981089710010111210510811111695,crazi video lava flow today middl hous area big,09:00:49,19.4735,-154.92
2018-05-06,10897117107101118105110,pray safeti resid around kīlauea 🙏 🏻 be safe hawai,16:48:57,19.39923,-155.287
2018-05-06,108111112101122106564856,i ’ glad famili safe big island 🔥 🌋 mother natur forc,17:27:02,19.56666667,-155.5
