date,id,text,time,latitude,longitude
2018-05-05,10610197110105101102111114101118101114,"#fbf to 2016 at Kīlauea, in awe of The Glow.",00:42:36,19.41,-155.286
2018-05-05,100971081089711511711099111114107101100,We've felt 3 earthquakes but all ok. The Cogills are safe!! We're the blue,00:44:00,19.932,-155.865
2018-05-05,97110100114101979510997999711097115,Lunch with the hubster! #TripeStew,00:45:42,19.64846,-156.00002
2018-05-05,97108121115115979510497109108101116,Kilauea is erupting! Thought I'd share a pic from my family's trip there in,01:07:46,19.61838,-155.98554
2018-05-05,10711710497111,OldestEnergyNewestCreation..Quick huaka’i to the lua pele last night.,01:28:20,19.41,-155.286
2018-05-05,119104105115116108101114100101118,Earthquakes &amp; volcanoes pair well with Sauvignon Blanc.  #puak,01:34:12,19.82831695,-155.99254681
2018-05-05,11497108108114101100,"Spam! At McDonalds. Life is good! (@ McDonald's in Kailua Kona, HI) 9QZl1Z4sT",02:07:49,19.63971019,-155.99064342
2018-05-05,10010111510511410110197121114101115,| F R I Y A Y |Whether you’re a planner or not there is still time to join,03:14:56,19.63241716,-155.98527971
2018-05-05,109971181011141059910795101118101110116115,Another Successful Day @Maverick_Events maverickevents #imsoblessed,03:35:40,19.9240327,-155.88749886
2018-05-05,107116115116101110101,It seems surreal that chaos and tranquility can simultaneously coexist on one,03:36:32,20.077462,-155.463154
2018-05-05,1059710910011111710310111897110115,"goddess_rising ❤️ Honour and respect to Goddess Pele Rising,",04:11:06,19.65,-155.994
2018-05-05,9710897105110971021179711697,"“She is Pele-honua-mea, Pele of the sacred land. She is Pele-‘ai-honua, Pele",04:29:08,19.4735,-154.92
2018-05-05,1161141059599111110110101108108121,"Udon in Hilo, HI..no earthquakes or lava flows",05:14:02,19.7055,-155.086
2018-05-05,114111119108105101106111104110,Four years of track done! Thanks zoeee.mayyy for this poster! @ Hawai‘i,05:16:49,20.02949832,-155.69755307
2018-05-05,103114108119105116104103114108,Sharing Aloha with family at Papakōlea beach #celeibratealoha #contest @,06:59:10,18.92061,-155.67128
2018-05-05,117115116971049711997105105,We are ready &amp; excited for PowerShares this weekend! The festivities start,08:19:11,19.94619956,-155.8667127
2018-05-05,116104101114979898105116115115105110103,Deluxe Fried Saimin from yesterday. #latepost #friedsaimin #kalbi,09:33:42,19.71298623,-155.06976711
2018-05-05,1041111081089710097121106,This was us visiting the top of Mt. Kilaeua last summer. She's not quite as,14:10:06,19.39923,-155.287
2018-05-05,100109971141131171011155052,A começar em Hawaiian Island,16:04:56,19.64188,-155.99315
2018-05-05,122105112112121115,Good Morning Everyone! .... We were given the all clear! Zippy’s Hilo will be,16:34:26,19.696784,-155.064225
2018-05-05,10097110115105109111110116118,Live from Kilauea.. courtesy of my friend Lisa. @ Hawaiian Island,17:40:33,19.64188,-155.99315
2018-05-05,11499104971145051,Let’s get tropical 🏝 @ Hawaiian Island,18:26:12,19.64188,-155.99315
2018-05-05,1069710910111510999101100,🌺Warm Weather Is Here🌺What’s Your Favorite Season? Can You Guess,19:00:33,19.64188,-155.99315
2018-05-05,10410510811110410111011097104117116,Singing out loud..dont care if wake,19:30:54,19.7055,-155.086
2018-05-05,118111107110111119115,"Happy Birthday, Mom! Celebrating 65 years today. She says the years have",20:42:12,19.65,-155.994
2018-05-05,1109711110910599111111112101114564856,First #SaturdayMorning drive ... Paying tributes to the #FamilyTomb,21:35:12,19.932,-155.865
2018-05-05,1151161011121049711010510110110897109,I was interviewing an evacuee near #LeilaniEstates when ash started to,22:47:29,19.4735,-154.92
2018-05-05,11610110810512211551,“Every act of creation is first an act of destruction.” ~Picasso,22:51:28,19.99806,-155.81602
2018-05-05,116121108101114119111111100534952,"I'm at @KonaBrewingCo. &amp; Brewpub in Kailua Kona, HI 14u5wd9jU",23:15:04,19.64294017,-155.9975679
2018-05-06,10997103112104111116111103117121,The latest update on the Kilauea volcano from the National Park Service and,00:02:14,19.39923,-155.287
2018-05-06,11511711010210811910111449575553,I’m still way out of the danger zone #HawaiiVolcano #PunaLava I’m the blue,01:21:26,19.5113057,-154.8357826
2018-05-06,95114111111107955050,she actually looked better than my shoes 😍 @,03:49:24,19.64188,-155.99315
2018-05-06,9910111411410511010597,The best shoyu poke ever #poke #yum #homemade #ahi #braggsliquidaminos,03:54:03,19.6164,-155.968
2018-05-06,1091031149711099104,My office today!Love that I can work from anywhere in the world! PERMA-VACA!,04:05:43,19.9163848,-155.88579531
2018-05-06,1199710210511311410110897120120,Mata mana mata @ Hawaiian Island,04:18:00,19.64188,-155.99315
2018-05-06,10911710310111010511511610410111097109101,"This is what the lava flow and eruption looks like and happening right now. So far what I’ve been hearing, two hous",04:22:00,19.67352918,-155.08122929
2018-05-06,115116101101103101106,Just posted a photo @ Kona Coast Resor,04:45:38,19.56917335,-155.96499818
