date,id,text,time,latitude,longitude
2018-05-05,10610197110105101102111114101118101114,"#fbf to 2016 at Kīlauea, in awe of The Glow.",00:42:36,19.41,-155.286
2018-05-05,100971081089711511711099111114107101100,We've felt 3 earthquakes but all ok. The Cogills are safe!! We're the blue,00:44:00,19.932,-155.865
2018-05-05,97110100114101979510997999711097115,Lunch with the hubster! #TripeStew,00:45:42,19.64846,-156.00002
2018-05-05,97108121115115979510497109108101116,Kilauea is erupting! Thought I'd share a pic from my family's trip there in,01:07:46,19.61838,-155.98554
2018-05-05,1101011081081051011089797110,Luckily people still come visit but keeping an eye in thise quakes and,01:07:52,19.725278,-155.048333
2018-05-05,10711710497111,OldestEnergyNewestCreation..Quick huaka’i to the lua pele last night.,01:28:20,19.41,-155.286
2018-05-05,119104105115116108101114100101118,Earthquakes &amp; volcanoes pair well with Sauvignon Blanc.  #puak,01:34:12,19.82831695,-155.99254681
2018-05-05,11810511197114116535055,Last #ShaveIce🍧 on my #OhanaTrip was on,01:47:53,19.63929343,-155.99066734
2018-05-05,97108105107971041111111099711097,My brother @808_ho and I were Chaperones for My Son &amp; Niece for their 5th,02:06:10,19.6736,-156.029
2018-05-05,11497108108114101100,"Spam! At McDonalds. Life is good! (@ McDonald's in Kailua Kona, HI) 9QZl1Z4sT",02:07:49,19.63971019,-155.99064342
2018-05-05,104105108111112971089799101,"Due to the recent activity in Puna, we will be cancelling tonight's, Friday,",03:09:49,19.72453,-155.08649
2018-05-05,10010111510511410110197121114101115,| F R I Y A Y |Whether you’re a planner or not there is still time to join,03:14:56,19.63241716,-155.98527971
2018-05-05,109971181011141059910795101118101110116115,Another Successful Day @Maverick_Events maverickevents #imsoblessed,03:35:40,19.9240327,-155.88749886
2018-05-05,107116115116101110101,It seems surreal that chaos and tranquility can simultaneously coexist on one,03:36:32,20.077462,-155.463154
2018-05-05,10910510710195104101114114111110,End cap to the day. @ Pololu Valley Lookou,04:05:45,19.5787497,-155.9657976
2018-05-05,1059710910011111710310111897110115,"goddess_rising ❤️ Honour and respect to Goddess Pele Rising,",04:11:06,19.65,-155.994
2018-05-05,9710897105110971021179711697,"“She is Pele-honua-mea, Pele of the sacred land. She is Pele-‘ai-honua, Pele",04:29:08,19.4735,-154.92
2018-05-05,1161141059599111110110101108108121,"Udon in Hilo, HI..no earthquakes or lava flows",05:14:02,19.7055,-155.086
2018-05-05,114111119108105101106111104110,Four years of track done! Thanks zoeee.mayyy for this poster! @ Hawai‘i,05:16:49,20.02949832,-155.69755307
2018-05-05,1069710910997113117105110111,"From left, #Pahoa resident Ingrid Webb, Leilani Estates resident Amy",05:44:17,19.49309419,-154.94618483
2018-05-05,1069710910997113117105110111,A standing room crowd listens during a #community meeting to address concerns,05:45:20,19.49309419,-154.94618483
2018-05-05,1069710910997113117105110111,Evacuees are seen in silhouette inside the American Red Cross shelter at the,05:56:15,19.49309419,-154.94618483
2018-05-05,103114108119105116104103114108,Sharing Aloha with family at Papakōlea beach #celeibratealoha #contest @,06:59:10,18.92061,-155.67128
2018-05-05,11297100100108101104105,F R O Z E N  M O T I O N📷: @swell_living #deepbluelife #fortheoceans,07:25:12,19.4498,-155.235
2018-05-05,11610510110012110110411198111,"☄Free tiedye socks☄with any purchase from Uz1ygxoFR2,offer good till",07:26:56,19.52575,-155.92358000000004
2018-05-05,117115116971049711997105105,We are ready &amp; excited for PowerShares this weekend! The festivities start,08:19:11,19.94619956,-155.8667127
2018-05-05,101108101991161141059995115117114102101114,"🤔, Live Life To The Max While You Can......... @ Surfers Saving Precious Eart",08:29:01,19.33586721,-155.21707535
2018-05-05,1069711511111010512211710910510711111097,#HazyHorizon no #Seaview from #Honalo #rightnow #volcano #eruption #nofilter,08:59:53,19.542115,-155.928833
2018-05-05,116104101114979898105116115115105110103,Deluxe Fried Saimin from yesterday. #latepost #friedsaimin #kalbi,09:33:42,19.71298623,-155.06976711
2018-05-05,101108101991161141059995115117114102101114,"🤙, Who's Coming? @ Surfers Saving Precious Eart",10:59:38,19.33586721,-155.21707535
2018-05-05,101108101991161141059995115117114102101114,"🤙, Guapa Preciosa Pura Vida Guerreira Feita Em 🇧🇷 @ Xtreme Sports Lif",11:34:05,19.4498,-155.235
2018-05-05,101108101991161141059995115117114102101114,☮ @ Skateboarders Paradis,11:48:38,19.63224019,-155.26977539
2018-05-05,971091011011109710997116116104101119115,"SalaamsPraying for our Families,Friends and all love ones on The Big Island.",12:10:58,19.64188,-155.99315
2018-05-05,1041111081089710097121106,This was us visiting the top of Mt. Kilaeua last summer. She's not quite as,14:10:06,19.39923,-155.287
2018-05-05,100109971141131171011155052,A começar em Hawaiian Island,16:04:56,19.64188,-155.99315
2018-05-05,107105110103115115104111112115104105,Happy Children’s Day! ✨ #kingsshopshawaii #childrensday @ Kings' Shop,16:10:20,19.9165096,-155.8822174
